Name,City,State,Details URL
Delite Cinemas Theatre,New Delhi,Delhi,https://www.cinemaprofile.com/theatre/view-delite-cinemas-new-delhi-delhi.html
Delite Theatre,Gwalior,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-delite-theatre-gwalior-madhya-pradesh.html
Delite Theatre,Coimbatore,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-delite-theatre-coimbatore-tamil-nadu.html
Denzong Cinema Theatre,Gangtok,Sikkim,https://www.cinemaprofile.com/theatre/view-denzong-cinema-gangtok-sikkim.html
Deoki Cinema Theatre,Kanpur,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-deoki-cinema-kanpur-uttar-pradesh.html
Dera Sacha Sauda Theatre,Sirsa,Haryana,https://www.cinemaprofile.com/theatre/view-dera-sacha-sauda-sirsa-haryana.html
E Max Cinema: A-1 City Walk Mall Theatre,Nurpur,Himachal Pradesh,https://www.cinemaprofile.com/theatre/view-e-max-cinema-a-1-city-walk-mall-nurpur-himachal-pradesh.html
E Orbit Multiplex Theatre,Amravati,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-orbit-multiplex-amravati-maharashtra.html
E-Max T Talkies Theatre,Ambad,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-max-t-talkies-ambad-maharashtra.html
E-Square Cinemas Theatre,Latur,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-latur-maharashtra.html
E-Square Cinemas: Konark Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-konark-pune-maharashtra.html
E-Square Cinemas: My Cinema Theatre,Ahmednagar,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-my-cinema-ahmednagar-maharashtra.html
E-Square Cinemas: Oasis Mall Theatre,Solapur,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-oasis-mall-solapur-maharashtra.html
E-Square Cinemas: Paradise Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-paradise-mumbai-maharashtra.html
E-Square Cinemas: Parvati Multiplex Theatre,Kolhapur,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-parvati-multiplex-kolhapur-maharashtra.html
E-Square Cinemas: Santoshimata Theatre,Beed,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-santoshimata-beed-maharashtra.html
E-Square Cinemas: University Road Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-university-road-pune-maharashtra.html
E-Square Cinemas: Victory Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-victory-pune-maharashtra.html
E-Square Cinemas: Vishal Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-vishal-pune-maharashtra.html
E-Square Cinemas: Xion Mall Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-e-square-cinemas-xion-mall-pune-maharashtra.html
E4U Multiplex Theatre,Jammu,Jammu and Kashmir,https://www.cinemaprofile.com/theatre/view-e4u-multiplex-jammu-jammu-and-kashmir.html
E4U Multiplex Theatre,Bhiwadi,Rajasthan,https://www.cinemaprofile.com/theatre/view-e4u-multiplex-bhiwadi-rajasthan.html
Eastern Frontier Riffle Theatre,Raniganj,West Bengal,https://www.cinemaprofile.com/theatre/view-eastern-frontier-riffle-raniganj-west-bengal.html
Easwari Theatre,Tirukkoyilur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-easwari-theatre-tirukkoyilur-tamil-nadu.html
Eden Video Cinema Theatre,Gondal,Gujarat,https://www.cinemaprofile.com/theatre/view-eden-video-cinema-gondal-gujarat.html
Edward Cinema Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-edward-cinema-mumbai-maharashtra.html
Eeshwar Cinema Hall Theatre,Hyderabad,Telangana,https://www.cinemaprofile.com/theatre/view-eeshwar-cinema-hall-hyderabad-telangana.html
Ega Theatre,Chennai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ega-theatre-chennai-tamil-nadu.html
Ekamra Talkies Theatre,Bhubaneswar,Odisha,https://www.cinemaprofile.com/theatre/view-ekamra-talkies-bhubaneswar-odisha.html
Eklingarh Open Air Theatre,Udaipur,Rajasthan,https://www.cinemaprofile.com/theatre/view-eklingarh-open-air-theatre-udaipur-rajasthan.html
Ekta Cinemas Theatre,Surat,Gujarat,https://www.cinemaprofile.com/theatre/view-ekta-cinemas-surat-gujarat.html
Ekta Mancha Theatre,Kalna,West Bengal,https://www.cinemaprofile.com/theatre/view-ekta-mancha-theatre-kalna-west-bengal.html
El-Monte Cinema Theatre,Vasco Da Gama,Goa,https://www.cinemaprofile.com/theatre/view-el-monte-cinema-vasco-da-gama-goa.html
Ela Multiplex Theatre,Raigarh,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-ela-multiplex-raigarh-chhattisgarh.html
Eleye Cinema Theatre,Jorhat,Assam,https://www.cinemaprofile.com/theatre/view-eleye-cinema-jorhat-assam.html
Elite Cinema Theatre,Hisar,Haryana,https://www.cinemaprofile.com/theatre/view-elite-cinema-hisar-haryana.html
Elite Cinema Hall Theatre,Jhansi,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-elite-cinema-hall-jhansi-uttar-pradesh.html
Ellora Cinema Hall Theatre,Kolkata,West Bengal,https://www.cinemaprofile.com/theatre/view-ellora-cinema-hall-kolkata-west-bengal.html
Elora Cinema Hall Theatre,Champahati,West Bengal,https://www.cinemaprofile.com/theatre/view-elora-cinema-hall-champahati-west-bengal.html
Elora Cinema Hall Theatre,Champahati,West Bengal,https://www.cinemaprofile.com/theatre/view-elora-cinema-hall-champahati-west-bengal-baruipur-champahati-road-chanpahati.html
Elphinstone Cinema Theatre,Patna,Bihar,https://www.cinemaprofile.com/theatre/view-elphinstone-cinema-patna-bihar.html
EME Center Theatre,Secunderabad,Telangana,https://www.cinemaprofile.com/theatre/view-eme-center-secunderabad-telangana.html
EME Centre Theatre,Secunderabad,Telangana,https://www.cinemaprofile.com/theatre/view-eme-centre-secunderabad-telangana.html
EME School Theatre,Vadodara,Gujarat,https://www.cinemaprofile.com/theatre/view-eme-school-vadodara-gujarat.html
Empire Cinema Theatre,Lingasugur,Karnataka,https://www.cinemaprofile.com/theatre/view-empire-cinema-lingasugur-karnataka.html
Empress Cinema: Empress Mall Theatre,Vapi,Gujarat,https://www.cinemaprofile.com/theatre/view-empress-cinema-empress-mall-vapi-gujarat.html
Entertainment Paradise Theatre,Jaipur,Rajasthan,https://www.cinemaprofile.com/theatre/view-entertainment-paradise-jaipur-rajasthan.html
Entertainment Society Theatre,Goa,Goa,https://www.cinemaprofile.com/theatre/view-entertainment-society-goa-goa.html
EOS Cinemas Theatre,Seoni,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-eos-cinemas-seoni-madhya-pradesh.html
EOS Cinemas Theatre,Kondagaon,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-eos-cinemas-kondagaon-chhattisgarh.html
EOS Cinemas: Fortune Mall Theatre,Nagda,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-eos-cinemas-fortune-mall-nagda-madhya-pradesh.html
EOS Cinemas: Platinum Plaza Theatre,Gondia,Maharashtra,https://www.cinemaprofile.com/theatre/view-eos-cinemas-platinum-plaza-gondia-maharashtra.html
EOS Cinemas: Prashant Theatre,Dhamtari,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-eos-cinemas-prashant-dhamtari-chhattisgarh.html
EOS Cinemas: Sidhivinayak Plaza Theatre,Kawardha,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-eos-cinemas-sidhivinayak-plaza-kawardha-chhattisgarh.html
ER Theatre,Namakkal,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-er-theatre-namakkal-tamil-nadu.html
Era Cinemas: Bestech City Center Theatre,Dharuhera,Haryana,https://www.cinemaprofile.com/theatre/view-era-cinemas-bestech-city-center-dharuhera-haryana.html
Fairyland Cinemas Theatre,Nilambur,Kerala,https://www.cinemaprofile.com/theatre/view-fairyland-cinemas-nilambur-kerala.html
Falguni Cinema Theatre,Basirhat,West Bengal,https://www.cinemaprofile.com/theatre/view-falguni-cinema-basirhat-west-bengal.html
Famous Studios Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-famous-studios-mumbai-maharashtra.html
Fathima Theatre,Theni,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-fathima-theatre-theni-tamil-nadu.html
FDC Theatre,Hyderabad,Telangana,https://www.cinemaprofile.com/theatre/view-fdc-theatre-hyderabad-telangana.html
Feroz Cinema Hall Theatre,Parbhani,Maharashtra,https://www.cinemaprofile.com/theatre/view-feroz-cinema-hall-parbhani-maharashtra.html
Film and Television Institute of India Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-film-and-television-institute-of-india-pune-maharashtra.html
Film Bazaar Theatre,Panaji,Goa,https://www.cinemaprofile.com/theatre/view-film-bazaar-panaji-goa.html
Film City Adlabs Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-film-city-adlabs-mumbai-maharashtra.html
Film City Movie Magic Theatre,Surat,Gujarat,https://www.cinemaprofile.com/theatre/view-film-city-movie-magic-surat-gujarat.html
Filmlab Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-filmlab-mumbai-maharashtra.html
Films Division Theatre,New Delhi,Delhi,https://www.cinemaprofile.com/theatre/view-films-division-new-delhi-delhi.html
Films Division Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-films-division-mumbai-maharashtra.html
First Hill Multiplex Theatre,Palwal,Haryana,https://www.cinemaprofile.com/theatre/view-first-hill-multiplex-palwal-haryana.html
Focus Cinema Theatre,Changanacherry,Kerala,https://www.cinemaprofile.com/theatre/view-focus-cinema-changanacherry-kerala.html
Fort William Theatre,Kolkata,West Bengal,https://www.cinemaprofile.com/theatre/view-fort-william-theatre-kolkata-west-bengal.html
Fortune Cineplex Theatre,Kolhapur,Maharashtra,https://www.cinemaprofile.com/theatre/view-fortune-cineplex-kolhapur-maharashtra.html
Four Frames Theatre,Chennai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-four-frames-chennai-tamil-nadu.html
Four Star Cinema Theatre,Purnea,Bihar,https://www.cinemaprofile.com/theatre/view-four-star-cinema-purnea-bihar.html
FoxStar Preview Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-foxstar-preview-theatre-mumbai-maharashtra.html
Fun Cine Plaza Theatre,Etawah,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-fun-cine-plaza-etawah-uttar-pradesh.html
Fun Cinemas: Ashoka Cineplex Theatre,Udaipur,Rajasthan,https://www.cinemaprofile.com/theatre/view-fun-cinemas-ashoka-cineplex-udaipur-rajasthan.html
Fun Cinemas: ATC Mall Theatre,Tinsukia,Assam,https://www.cinemaprofile.com/theatre/view-fun-cinemas-atc-mall-tinsukia-assam.html
Fun Cinemas: City Mall Theatre,Kota,Rajasthan,https://www.cinemaprofile.com/theatre/view-fun-cinemas-city-mall-kota-rajasthan.html
Fun Cinemas: Dhillon Complex Theatre,Chandigarh,Chandigarh,https://www.cinemaprofile.com/theatre/view-fun-cinemas-dhillon-complex-chandigarh-chandigarh.html
Fun Cinemas: Dindayal City Mall Theatre,Gwalior,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-fun-cinemas-dindayal-city-mall-gwalior-madhya-pradesh.html
Fun Cinemas: Dream Theatre,Mangaldoi,Assam,https://www.cinemaprofile.com/theatre/view-fun-cinemas-dream-theatre-mangaldoi-assam.html
Fun Cinemas: Fun Republic Mall Theatre,Lucknow,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-fun-cinemas-fun-republic-mall-lucknow-uttar-pradesh.html
Fun Cinemas: Galaxy Mall Theatre,Ambala,Haryana,https://www.cinemaprofile.com/theatre/view-fun-cinemas-galaxy-mall-ambala-haryana.html
Fun Cinemas: Hub Mall Theatre,Guwahati,Assam,https://www.cinemaprofile.com/theatre/view-fun-cinemas-hub-mall-guwahati-assam.html
Fun Cinemas: Jaishree Talkies Theatre,Nagpur,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-jaishree-talkies-nagpur-maharashtra.html
Fun Cinemas: LMB Spring City Mall Theatre,Ranchi,Jharkhand,https://www.cinemaprofile.com/theatre/view-fun-cinemas-lmb-spring-city-mall-ranchi-jharkhand.html
Fun Cinemas: Mittal Mall Theatre,Bathinda,Punjab,https://www.cinemaprofile.com/theatre/view-fun-cinemas-mittal-mall-bathinda-punjab.html
Fun Cinemas: Mittals Mega Mall Theatre,Panipat,Haryana,https://www.cinemaprofile.com/theatre/view-fun-cinemas-mittals-mega-mall-panipat-haryana.html
Fun Cinemas: Playbox Cinema Theatre,Dimapur,Nagaland,https://www.cinemaprofile.com/theatre/view-fun-cinemas-playbox-cinema-dimapur-nagaland.html
Fun Cinemas: Prabhat Talkies Theatre,Amravati,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-prabhat-talkies-amravati-maharashtra.html
Fun Cinemas: Pristine City Centre Theatre,Khanna,Punjab,https://www.cinemaprofile.com/theatre/view-fun-cinemas-pristine-city-centre-khanna-punjab.html
Fun Cinemas: Rajvilas Talkies Theatre,Nagpur,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-rajvilas-talkies-nagpur-maharashtra.html
Fun Cinemas: Regent Theatre,Patna,Bihar,https://www.cinemaprofile.com/theatre/view-fun-cinemas-regent-theatre-patna-bihar.html
Fun Cinemas: Saroj Talkies Theatre,Yavatmal,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-saroj-talkies-yavatmal-maharashtra.html
Fun Cinemas: Shyam Talkies Theatre,Paratwada,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-shyam-talkies-paratwada-maharashtra.html
Fun Cinemas: Smruti Cinema Theatre,Nagpur,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-smruti-cinema-nagpur-maharashtra.html
Fun Cinemas: Sohum Mall Theatre,Dibrugarh,Assam,https://www.cinemaprofile.com/theatre/view-fun-cinemas-sohum-mall-dibrugarh-assam.html
Fun Cinemas: Vasant Talkies Theatre,Akola,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-cinemas-vasant-talkies-akola-maharashtra.html
Fun Cinemas: World Square Mall Theatre,Ghaziabad,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-fun-cinemas-world-square-mall-ghaziabad-uttar-pradesh.html
Fun Max Theatre,Purnea,Bihar,https://www.cinemaprofile.com/theatre/view-fun-max-theatre-purnea-bihar.html
Fun Plaza Theatre,Kotkapura,Punjab,https://www.cinemaprofile.com/theatre/view-fun-plaza-kotkapura-punjab.html
Fun Square Cinema Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-square-cinema-pune-maharashtra.html
Fun Square Cinema Theatre,Ahmednagar,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-square-cinema-ahmednagar-maharashtra.html
Fun Square Cinema Theatre,Navi Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-fun-square-cinema-navi-mumbai-maharashtra.html
G Cinema Theatre,Daman,Gujarat,https://www.cinemaprofile.com/theatre/view-g-cinema-daman-gujarat.html
G Tracks Cinemas Theatre,Thiruvananthapuram,Kerala,https://www.cinemaprofile.com/theatre/view-g-tracks-cinemas-thiruvananthapuram-kerala.html
G3 Theatres,Machilipatnam,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-g3-theatres-machilipatnam-andhra-pradesh.html
G3 Theatres: Srinivasa Theatre,Vuyyuru,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-g3-theatres-srinivasa-theatre-vuyyuru-andhra-pradesh.html
G3S Cinema Theatre,New Delhi,Delhi,https://www.cinemaprofile.com/theatre/view-g3s-cinema-new-delhi-delhi.html
G7 Multiplex Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-g7-multiplex-mumbai-maharashtra.html
Gagan Theatre,New Delhi,Delhi,https://www.cinemaprofile.com/theatre/view-gagan-theatre-new-delhi-delhi.html
Gaiety Cinema Hall Theatre,Tenali,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-gaiety-cinema-hall-tenali-andhra-pradesh.html
Gaiety Theatre,Tiruchirappalli,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-gaiety-theatre-tiruchirappalli-tamil-nadu.html
Gail Auditorium Theatre,Guna,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-gail-auditorium-guna-madhya-pradesh.html
Gail India Cinema Theatre,Bidhuna,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-gail-india-cinema-bidhuna-uttar-pradesh.html
Gaja Cinema Theatre,Santrampur,Gujarat,https://www.cinemaprofile.com/theatre/view-gaja-cinema-santrampur-gujarat.html
Gajanan Movie Hall Theatre,Malkapur,Maharashtra,https://www.cinemaprofile.com/theatre/view-gajanan-movie-hall-malkapur-maharashtra.html
Gajanan Talkies Theatre,Risod,Maharashtra,https://www.cinemaprofile.com/theatre/view-gajanan-talkies-risod-maharashtra.html
Gajraj Hall Theatre,Tezpur,Assam,https://www.cinemaprofile.com/theatre/view-gajraj-hall-tezpur-assam.html
Galaxie Multiplex Theatre,Ghaziabad,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-galaxie-multiplex-ghaziabad-uttar-pradesh.html
Galaxy Cinema Theatre,Abhanpur,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-galaxy-cinema-abhanpur-chhattisgarh.html
Galaxy Cinema Theatre,Abhanpur,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-galaxy-cinema-abhanpur-chhattisgarh-abhanpur-rajim-road-nawapara-nagar.html
Galaxy Cinema Theatre,Ahmedabad,Gujarat,https://www.cinemaprofile.com/theatre/view-galaxy-cinema-ahmedabad-gujarat.html
Galaxy Cinema Theatre,Rajkot,Gujarat,https://www.cinemaprofile.com/theatre/view-galaxy-cinema-rajkot-gujarat.html
Galaxy Cinema Theatre,Botad,Gujarat,https://www.cinemaprofile.com/theatre/view-galaxy-cinema-botad-gujarat.html
Galaxy Cinemas Theatre,Bengaluru,Karnataka,https://www.cinemaprofile.com/theatre/view-galaxy-cinemas-bengaluru-karnataka.html
Galaxy Cinemas Theatre,Katpadi,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-galaxy-cinemas-katpadi-tamil-nadu.html
Galaxy Paradise Theatre,Bengaluru,Karnataka,https://www.cinemaprofile.com/theatre/view-galaxy-paradise-bengaluru-karnataka.html
Galaxy Talkies Theatre,Bhiwandi,Maharashtra,https://www.cinemaprofile.com/theatre/view-galaxy-talkies-bhiwandi-maharashtra.html
Galaxy Theatre,Hyderabad,Telangana,https://www.cinemaprofile.com/theatre/view-galaxy-theatre-hyderabad-telangana.html
Galaxy Theatre,Changanacherry,Kerala,https://www.cinemaprofile.com/theatre/view-galaxy-theatre-changanacherry-kerala.html
Galaxy Theatre,Kalahandi,Odisha,https://www.cinemaprofile.com/theatre/view-galaxy-theatre-kalahandi-odisha.html
Galleria Cinemas: ATC Mall Theatre,Tinsukia,Assam,https://www.cinemaprofile.com/theatre/view-galleria-cinemas-atc-mall-tinsukia-assam.html
Game Multiplex Theatre,Surat,Gujarat,https://www.cinemaprofile.com/theatre/view-game-multiplex-surat-gujarat.html
Game Video Cinema Theatre,Pardi,Gujarat,https://www.cinemaprofile.com/theatre/view-game-video-cinema-pardi-gujarat.html
Ganada Talkies Theatre,Moyna,West Bengal,https://www.cinemaprofile.com/theatre/view-ganada-talkies-moyna-west-bengal.html
Ganakumar Theatre,Tiruchendur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ganakumar-theatre-tiruchendur-tamil-nadu.html
Ganam Theatre,Thrissur,Kerala,https://www.cinemaprofile.com/theatre/view-ganam-theatre-thrissur-kerala.html
Ganapathi Theatre,Nidadavolu,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ganapathi-theatre-nidadavolu-andhra-pradesh.html
Ganapathy Ram Theatre,Chennai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ganapathy-ram-theatre-chennai-tamil-nadu.html
Gandhi Talkies Theatre,Mahad,Maharashtra,https://www.cinemaprofile.com/theatre/view-gandhi-talkies-mahad-maharashtra.html
Gandiv Auditorium Theatre,Kota,Rajasthan,https://www.cinemaprofile.com/theatre/view-gandiv-auditorium-kota-rajasthan.html
Ganesh Chitra Mandir Theatre,Thane,Maharashtra,https://www.cinemaprofile.com/theatre/view-ganesh-chitra-mandir-thane-maharashtra.html
Ganesh Chitra Mandir Theatre,Hajipur,Bihar,https://www.cinemaprofile.com/theatre/view-ganesh-chitra-mandir-hajipur-bihar.html
Ganesh Chitramandir Theatre,Banka,Bihar,https://www.cinemaprofile.com/theatre/view-ganesh-chitramandir-banka-bihar.html
Ganesh Cinema Theatre,Khunta,Odisha,https://www.cinemaprofile.com/theatre/view-ganesh-cinema-khunta-odisha.html
Ganesh Cinema Theatre,Samastipur,Bihar,https://www.cinemaprofile.com/theatre/view-ganesh-cinema-samastipur-bihar.html
